,name,location,at_student_home,at_online,at_teacher_home,rate,review,price,languages,picture,seniority,trusted_teacher,Bachelor's degree,Master's degree,Other studies,PhD,Student,Teach Arabic,Teach Business,Teach Computers,Teach English,Teach French,Teach Humanities,Teach Language Skills,Teach Math,Teach Music,Teach Other Languages,Teach Sciences,Teach Spanish,Teach Sports,Teach Telecommunications,Tech Arts,region,0-3,13-17,18-64,4-6,65+,7-12,Advanced,Beginner,Intermediate,region_code,location_code
131,Abdellah,Morocco,1.0,1,0.0,0.0,0,83.03,3.0,0,2,1.0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,West Africa,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0
132,Shyam,India,0.0,1,0.0,4.5,2,50.16,3.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,South Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8,26
133,Cheslava,Germany,0.0,1,1.0,5.0,1,169.77,4.0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2
134,Nevena,Austria,0.0,1,1.0,5.0,1,169.77,5.0,0,3,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,21
135,Giuliano,Switzerland,1.0,1,1.0,5.0,5,103.29,3.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,6
136,Ashish,India,0.0,1,0.0,0.0,0,6.97,2.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,South Asia,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,8,26
137,Şule,Turkey,0.0,1,0.0,0.0,0,394.84,2.0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Asia,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2,19
138,Espace,Switzerland,0.0,1,1.0,0.0,0,313.86,2.0,0,3,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,6
139,Oumaima,Morocco,1.0,1,0.0,0.0,0,25.19,3.0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Africa,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0
140,Cours Coaching,Switzerland,0.0,1,1.0,0.0,0,353.58,2.0,0,4,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,6
141,Siddhant,India,0.0,1,0.0,0.0,0,96.46,1.0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,South Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8,26
142,Espace,Switzerland,0.0,1,1.0,0.0,0,353.58,2.0,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,6
143,Josué,Belgium,0.0,1,0.0,0.0,0,61.73,5.0,0,3,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,7
144,Wessal,Morocco,1.0,1,0.0,0.0,0,52.52,3.0,0,1,1.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,West Africa,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0
145,Martina,Germany,0.0,1,0.0,0.0,0,135.04,2.0,0,0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,2
146,Rina,Netherlands,0.0,1,1.0,5.0,2,169.77,3.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
147,Omar,Egypt,0.0,1,1.0,3.0,1,74.33,2.0,0,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,West Africa,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,18
148,Olivia,Portugal,1.0,1,0.0,0.0,0,69.45,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,37
149,Anna,GA,0.0,1,0.0,0.0,0,89.74,4.0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,East Africa,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3,38
150,Rim,Switzerland,1.0,1,0.0,5.0,5,162.89,4.0,1,6,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6
151,Radouan,Morocco,1.0,1,0.0,0.0,0,194.1,2.0,0,6,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,West Africa,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
152,Alex,United States,0.0,1,0.0,0.0,0,0.17,3.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Americas,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,39
153,Paola,Colombia,0.0,1,0.0,0.0,0,68.2,2.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Americas,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,11
154,Khaled,Germany,0.0,1,0.0,0.0,0,181.34,2.0,0,3,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,2
155,Asmaa,Egypt,0.0,1,0.0,0.0,0,29.96,2.0,0,2,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,West Africa,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,18
156,Rajae  رجاء,Morocco,1.0,1,0.0,0.0,0,79.13,3.0,0,0,1.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Africa,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0
157,Wiame,Morocco,0.0,1,0.0,0.0,0,43.65,3.0,0,2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,West Africa,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0
158,Shivakumar,France,1.0,1,0.0,0.0,0,50.16,2.0,0,7,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
159,Katarzyna,Belgium,0.0,1,1.0,0.0,0,216.07,3.0,0,1,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,7
160,David,Russia,0.0,1,0.0,0.0,0,94.81,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,East Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,40
161,Sacha,South Africa,0.0,1,0.0,0.0,0,23.62,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,East Africa,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3,5
162,Mehzabin,Zambia,0.0,1,0.0,0.0,0,84.88,1.0,0,1,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,East Africa,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3,41
163,Ecole,Switzerland,0.0,1,1.0,0.0,0,353.58,2.0,0,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,6
164,Sao,Germany,0.0,1,0.0,0.0,0,104.17,2.0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,2
165,Barbara,Argentina,0.0,1,0.0,0.0,0,85.69,2.0,0,2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Americas,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,31
166,Kanchan,India,0.0,1,0.0,0.0,0,16.07,2.0,0,2,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,South Asia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,26
167,Lisa,Switzerland,1.0,1,1.0,5.0,2,254.26,3.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6
168,Diego,Spain,0.0,1,0.0,5.0,1,81.02,2.0,0,5,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,13
169,Yas tommy,France,0.0,1,0.0,5.0,5,73.31,2.0,0,7,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,14
170,Gabriel,Mexico,0.0,1,0.0,0.0,0,107.68,2.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Americas,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,30
171,Leonid,Ukraine,1.0,1,0.0,5.0,1,81.02,3.0,0,3,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,East Europe,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9,42
172,Raef,QC,1.0,1,0.0,4.8,88,111.89,4.0,0,5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Unknown,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6,43
173,Jonathan,Belgium,1.0,1,0.0,4.65,66,50.16,2.0,0,7,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,7
174,Angélique,Austria,0.0,1,1.0,4.95,46,108.03,3.0,0,7,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,21
175,Varvara,Belgium,0.0,1,0.0,0.0,0,235.36,3.0,0,3,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,7
176,Meric,Netherlands,0.0,1,0.0,5.0,3,169.77,2.0,1,5,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
177,Negar,Switzerland,0.0,1,0.0,5.0,1,135.08,2.0,0,3,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,6
178,Lucie,Belgium,0.0,1,1.0,4.85,37,111.89,5.0,0,5,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,7
179,Matías,Switzerland,1.0,1,0.0,5.0,57,111.89,3.0,0,4,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,6
180,Khalil,Japan,1.0,1,1.0,4.95,55,69.45,4.0,0,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,East Asia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,20
181,Gaurav,India,0.0,1,1.0,5.0,6,74.99,2.0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,South Asia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,26
182,Anne,Switzerland,0.0,1,0.0,5.0,45,139.05,10.0,0,8,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,6
183,Hiba,Morocco,0.0,1,0.0,5.0,23,57.87,5.0,0,2,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Africa,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0
184,Elaine,Germany,0.0,1,1.0,4.85,17,92.6,2.0,0,3,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,2
185,Benoit,France,1.0,1,0.0,5.0,25,115.75,2.0,0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
186,Paola,Netherlands,0.0,1,1.0,5.0,11,138.9,3.0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1
187,David,Georgia,1.0,1,0.0,5.0,59,189.06,3.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,West Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,44
188,Valérie,France,1.0,1,1.0,0.0,0,135.04,3.0,0,5,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,14
189,Arman,Turkey,0.0,1,0.0,4.95,20,69.45,2.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,West Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,19
190,Lydia,Belgium,0.0,1,1.0,5.0,24,177.48,2.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,7
191,Husam,Hungary,1.0,1,1.0,5.0,1,67.34,1.0,0,3,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,East Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9,45
192,Mélanie,Belgium,0.0,1,1.0,5.0,9,111.89,3.0,1,5,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,7
193,Keiko,France,0.0,1,0.0,5.0,2,108.03,3.0,0,2,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,14
194,Kevin,Switzerland,1.0,1,0.0,5.0,13,200.63,4.0,0,4,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,6
195,Hugh,Netherlands,0.0,1,1.0,5.0,20,127.32,3.0,0,5,1.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1
196,Ernie,Spain,1.0,1,1.0,4.8,10,173.62,3.0,0,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13
197,Reza,Netherlands,0.0,1,0.0,4.6,16,92.6,2.0,0,5,1.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1
198,Carola,Turkey,0.0,1,0.0,5.0,13,73.31,2.0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Asia,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2,19
199,Claudine,France,1.0,1,0.0,0.0,0,223.78,2.0,0,3,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
200,Mathieu,France,0.0,1,1.0,5.0,45,135.04,3.0,0,10,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
201,Kollol,Netherlands,0.0,1,0.0,5.0,38,123.47,2.0,0,5,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1
202,Sandhya,Netherlands,0.0,1,1.0,5.0,25,135.04,3.0,0,4,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1
203,Maki,France,0.0,1,1.0,4.95,26,135.04,3.0,0,4,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
204,Kristel,Estonia,1.0,1,0.0,5.0,14,81.02,2.0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Central Europe,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7,46
205,Elif,Turkey,0.0,1,0.0,5.0,3,73.31,3.0,0,1,1.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,West Asia,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2,19
206,Yingnan,United Kingdom,0.0,1,0.0,0.0,0,207.47,1.0,0,2,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7,15
207,Marcel,Belgium,0.0,1,1.0,5.0,19,131.18,5.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,7
208,Stella,Cyprus,0.0,1,0.0,0.0,0,96.46,2.0,0,3,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,47
209,Fawzi,Morocco,0.0,1,1.0,5.0,47,87.29,5.0,0,5,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Africa,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0
210,Jo,Switzerland,0.0,1,1.0,4.7,3,198.64,2.0,0,3,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,6
211,Fatih,Turkey,1.0,1,0.0,5.0,27,130.08,2.0,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,West Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,19
212,Clara,Germany,0.0,1,0.0,5.0,1,96.46,3.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,2
213,Giorgia,Hungary,0.0,1,1.0,4.95,17,96.4,2.0,0,2,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,East Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,45
214,Sanghee,Netherlands,1.0,1,0.0,5.0,23,92.6,3.0,0,3,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1
215,Jasper,Belgium,0.0,1,1.0,4.95,26,177.48,2.0,0,5,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,7
216,Ngoc,Belgium,1.0,1,1.0,4.6,5,177.48,3.0,0,3,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,7
217,Emiko,Japan,0.0,1,1.0,5.0,7,95.66,2.0,0,3,1.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,East Asia,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4,20
218,Karlijn,CT,0.0,1,0.0,5.0,1,89.74,2.0,0,4,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,48
219,Robin (from 🇬🇧,Morocco,0.0,1,1.0,5.0,23,78.78,2.0,0,3,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,West Africa,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
220,Yiannis,Netherlands,0.0,1,0.0,5.0,2,158.19,3.0,0,4,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
221,Andrea,Belgium,0.0,1,0.0,5.0,15,100.32,3.0,0,6,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,7
222,Lidia,France,0.0,1,0.0,5.0,2,135.04,4.0,0,3,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,14
223,Gemma,Italy,0.0,1,1.0,5.0,10,100.32,4.0,0,5,1.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,22
224,Tiffany,France,1.0,1,0.0,5.0,25,135.04,2.0,0,3,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,14
225,Silvia,Italy,0.0,1,0.0,4.95,16,135.04,6.0,0,2,1.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,22
226,Alethea,Netherlands,1.0,1,1.0,5.0,1,96.46,2.0,0,4,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
227,Alex,Netherlands,1.0,1,1.0,5.0,15,192.92,3.0,0,3,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
228,Christina,Switzerland,1.0,1,0.0,5.0,2,107.27,3.0,0,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,6
229,Juan,Colombia,0.0,1,1.0,5.0,18,96.46,2.0,0,2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Americas,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,11
230,Lou-Indigo,Belgium,0.0,1,1.0,4.85,70,127.32,2.0,0,8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,7
231,Huong,Vietnam,1.0,1,1.0,5.0,1,48.23,4.0,0,3,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,East Asia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,49
232,Elena,Lithuania,0.0,1,1.0,4.95,12,131.18,3.0,0,3,1.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,50
233,Gaston,France,1.0,1,0.0,5.0,1,81.02,2.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,14
234,Matt,United Kingdom,0.0,1,0.0,5.0,1,108.03,1.0,0,3,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,15
235,Benedikt,Germany,1.0,1,1.0,5.0,18,189.06,6.0,0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,2
236,Géraldine,Switzerland,0.0,1,1.0,5.0,6,274.13,4.0,0,6,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6
