,name,location,at_student_home,at_online,at_teacher_home,rate,review,price,languages,picture,seniority,trusted_teacher,Bachelor's degree,Master's degree,Other studies,PhD,Student,Teach Arabic,Teach Business,Teach Computers,Teach English,Teach French,Teach Humanities,Teach Language Skills,Teach Math,Teach Music,Teach Other Languages,Teach Sciences,Teach Spanish,Teach Sports,Teach Telecommunications,Tech Arts,region,0-3,13-17,18-64,4-6,65+,7-12,Advanced,Beginner,Intermediate,region_code,location_code
414,Pablo,Chile,0.0,1,0.0,0.0,0,186.65,2.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Americas,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5,64
415,Aitana,Spain,0.0,1,0.0,0.0,0,54.02,2.0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
416,Lorraine,Spain,0.0,1,0.0,0.0,0,112.75,3.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13
417,Vincent,Zambia,1.0,1,0.0,0.0,0,46.66,1.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,East Africa,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3,41
418,Patricia,Argentina,0.0,1,0.0,0.0,0,46.66,2.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Americas,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5,31
419,Helga,Argentina,0.0,1,0.0,0.0,0,54.02,3.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Americas,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,31
420,Frédéric,France,0.0,1,0.0,0.0,0,108.03,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,14
421,Bernard,France,0.0,1,0.0,0.0,0,135.04,2.0,0,0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,14
422,Vasco,Spain,0.0,1,0.0,0.0,0,177.48,3.0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,13
423,Bronwyn Claire,Portugal,0.0,1,1.0,0.0,0,236.91,1.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,37
424,Andrea,Spain,0.0,1,0.0,0.0,0,54.02,2.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
425,Sara Abou,Spain,0.0,1,0.0,0.0,0,54.02,2.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,13
426,Vanessa,Venezuela,0.0,1,0.0,0.0,0,69.45,2.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Americas,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,29
427,Amila,Taiwan,1.0,1,0.0,0.0,0,54.74,3.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,East Asia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,65
428,Raj,India,0.0,1,0.0,0.0,0,16.07,2.0,0,0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,South Asia,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8,26
429,Yara,Turkey,0.0,1,0.0,0.0,0,46.66,2.0,0,0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,19
430,Nora,Italy,1.0,1,1.0,0.0,0,92.6,3.0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,22
431,Irina,Portugal,0.0,1,0.0,0.0,0,69.45,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,37
432,Anna,Germany,1.0,1,1.0,0.0,0,131.18,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2
433,Asmaa,Egypt,0.0,1,0.0,0.0,0,13.59,2.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Africa,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,18
434,Yuber Steven,Colombia,0.0,1,0.0,0.0,0,35.19,4.0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Americas,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5,11
435,Ivan,Italy,0.0,1,0.0,0.0,0,46.66,3.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,22
436,Covadonga,Spain,0.0,1,0.0,0.0,0,131.18,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
437,Tom,Italy,0.0,1,0.0,0.0,0,92.6,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,22
438,Paula León,Spain,0.0,1,1.0,0.0,0,81.02,2.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
439,Ainhoa,United Kingdom,1.0,1,1.0,0.0,0,85.69,3.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,15
440,Lorenzo,Netherlands,1.0,1,0.0,0.0,0,104.17,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
441,Elena E. -,Spain,0.0,1,0.0,0.0,0,216.07,3.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,13
442,Ruipu,France,1.0,1,0.0,0.0,0,96.46,3.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
443,Fred,South Korea,1.0,1,0.0,0.0,0,72.0,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,East Asia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,66
444,Andrea Grau,Spain,0.0,1,0.0,0.0,0,111.89,3.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13
445,Yuleisy,Spain,1.0,1,1.0,0.0,0,154.33,3.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13
446,Studio,Spain,0.0,1,0.0,0.0,0,96.46,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,13
447,Angelie Joyce,Philippines,0.0,1,0.0,0.0,0,57.43,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,East Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4,34
448,Nadia,Egypt,0.0,1,0.0,0.0,0,32.64,2.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Africa,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,18
449,Elif,Turkey,0.0,1,0.0,0.0,0,123.47,2.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,19
450,Adelaida,Spain,1.0,1,1.0,0.0,0,57.87,2.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
451,Theophilus,Kenya,0.0,1,0.0,0.0,0,73.31,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,East Africa,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3,60
452,Covadonga,Spain,0.0,1,0.0,0.0,0,54.02,4.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
453,Pavan,Ireland,0.0,1,0.0,0.0,0,92.6,1.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,35
454,Elizabeth,Argentina,0.0,1,0.0,0.0,0,50.16,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Americas,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,31
455,Morgane,France,0.0,1,0.0,0.0,0,108.03,2.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,14
456,Mary,Spain,0.0,1,0.0,0.0,0,96.46,2.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
457,Maribel,Spain,0.0,1,0.0,0.0,0,142.76,2.0,0,0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,13
458,Shamsudin,Tanzania,0.0,1,1.0,0.0,0,25.13,3.0,0,0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,East Africa,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3,67
459,Rafael García,Germany,0.0,1,0.0,0.0,0,108.03,2.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,2
460,Pawan Kumar,Netherlands,1.0,1,0.0,0.0,0,111.89,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
461,Nyimbili,Zambia,1.0,1,1.0,0.0,0,96.46,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,East Africa,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3,41
462,Lily,Spain,0.0,1,0.0,0.0,0,81.02,2.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
463,Nas,Iran,0.0,1,0.0,0.0,0,61.73,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,South Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8,32
464,Richard,Portugal,0.0,1,0.0,0.0,0,111.89,1.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,37
465,Jose Antonio,Spain,1.0,1,0.0,0.0,0,69.45,2.0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
466,María Jesús,Spain,0.0,1,0.0,0.0,0,69.45,2.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
467,Marie,France,1.0,1,0.0,0.0,0,77.17,5.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,14
468,Sofia,India,0.0,1,0.0,0.0,0,111.89,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,South Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8,26
469,Monica Mas,Spain,0.0,1,0.0,0.0,0,96.46,2.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13
470,Andrijana,Macedonia,1.0,1,1.0,0.0,0,50.16,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,68
471,Antal,Romania,0.0,1,0.0,0.0,0,50.16,5.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,East Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,69
472,Anais,France,0.0,1,0.0,0.0,0,169.77,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,14
473,Miguel,Spain,1.0,1,0.0,0.0,0,73.31,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,13
474,Aya,Morocco,0.0,1,0.0,0.0,0,194.1,3.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Africa,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0
475,Soukaina,Morocco,0.0,1,0.0,0.0,0,21.29,3.0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,West Africa,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0
476,Jesús,Mexico,0.0,1,0.0,0.0,0,68.13,2.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Americas,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5,30
477,Laiba,United Kingdom,0.0,1,0.0,0.0,0,58.63,1.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,7,15
478,Cinthia Vargas,Venezuela,0.0,1,0.0,0.0,0,46.66,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Americas,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5,29
479,Malak,Palestine,0.0,1,0.0,0.0,0,125.63,2.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6,70
480,Haider,United States,0.0,1,0.0,0.0,0,53.84,3.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Americas,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,39
481,Milagros,Ecuador,0.0,1,0.0,0.0,0,64.61,2.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Americas,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5,71
482,Lucía Díaz,Spain,0.0,1,0.0,0.0,0,54.02,2.0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
483,Maria Lewissa,Philippines,0.0,1,0.0,0.0,0,26.02,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,East Asia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4,34
484,Cristian,Spain,0.0,1,0.0,0.0,0,73.31,2.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
485,Anam,United Kingdom,0.0,1,0.0,0.0,0,108.24,2.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,7,15
486,Z,United Kingdom,0.0,1,0.0,0.0,0,103.73,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Central Europe,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7,15
487,Shamima,United Kingdom,0.0,1,0.0,0.0,0,112.75,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,15
488,Babiker,United Kingdom,0.0,1,0.0,0.0,0,126.28,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Central Europe,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7,15
489,Vahid,Iran,0.0,1,0.0,0.0,0,86.15,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,South Asia,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8,32
490,María,Spain,0.0,1,0.0,0.0,0,96.46,2.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,13
491,María,Venezuela,0.0,1,0.0,0.0,0,50.16,4.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Americas,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5,29
492,Esther,Netherlands,0.0,1,0.0,0.0,0,343.39,2.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1
493,Yves,France,1.0,1,0.0,0.0,0,123.47,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
494,Rafael,Spain,0.0,1,1.0,0.0,0,266.22,7.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
495,Narmada,India,0.0,1,0.0,0.0,0,80.35,2.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,South Asia,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8,26
496,Clara,Netherlands,0.0,1,0.0,0.0,0,154.33,3.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1
497,Nadia,Spain,0.0,1,1.0,0.0,0,131.18,3.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
498,Kanyajit,Switzerland,0.0,1,0.0,0.0,0,59.59,2.0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,6
499,Dr. Ambika,Thailand,0.0,1,0.0,0.0,0,122.04,1.0,0,0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,East Asia,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4,8
500,Chris,United Kingdom,0.0,1,0.0,0.0,0,311.2,1.0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Central Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7,15
501,Debajyoti,India,0.0,1,0.0,0.0,0,81.44,1.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,South Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8,26
502,Lucas,QC,1.0,1,0.0,0.0,0,83.23,2.0,0,0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,6,43
503,Mohamad,Egypt,0.0,1,0.0,0.0,0,20.44,2.0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,West Africa,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,18
504,Isabella,Spain,0.0,1,0.0,0.0,0,69.45,2.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,West Europe,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,13
505,Henriëtte,Netherlands,1.0,1,0.0,0.0,0,111.89,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
506,Nedaa,Egypt,0.0,1,0.0,0.0,0,27.18,2.0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Africa,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,18
507,Muhammad,Pakistan,0.0,1,0.0,0.0,0,125.63,1.0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,South Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8,72
508,Maula Ahmad,Turkey,0.0,1,0.0,0.0,0,17.95,2.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Asia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,19
509,Syrîne,Tunisia,0.0,1,0.0,0.0,0,28.88,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,West Africa,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,25
510,زينب,Egypt,0.0,1,0.0,0.0,0,13.59,2.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Africa,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,18
511,Fatma,Egypt,0.0,1,0.0,0.0,0,28.69,2.0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Africa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,18
512,Manhal,Egypt,0.0,1,0.0,0.0,0,27.18,2.0,0,0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Africa,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,18
513,إيمان,Saudi Arabia,0.0,1,0.0,0.0,0,34.45,2.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Asia,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2,73
514,Eman,Egypt,0.0,1,0.0,0.0,0,22.88,2.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Africa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,18
515,Sebastián Leiton,United Kingdom,1.0,1,1.0,0.0,0,108.03,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,7,15
516,Johanna,Venezuela,0.0,1,0.0,0.0,0,57.87,3.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Americas,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,29
517,Amy,Netherlands,1.0,1,1.0,0.0,0,111.89,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1
518,James,United Kingdom,0.0,1,0.0,0.0,0,85.69,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Central Europe,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7,15
519,Lorel,United States,0.0,1,0.0,0.0,0,104.09,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Americas,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,39
